operation,sample_ms
keygen,254.569584
keygen,73.388416
keygen,147.915542
keygen,134.936791
keygen,159.918917
keygen,144.840750
keygen,256.734584
keygen,63.697875
keygen,94.257250
keygen,112.312833
keygen,141.877250
keygen,423.709125
keygen,134.837209
keygen,52.117791
keygen,112.198042
keygen,102.833375
keygen,317.068208
keygen,90.149750
keygen,276.502375
keygen,494.674500
keygen,192.145750
keygen,64.897709
keygen,271.065083
keygen,178.478709
keygen,134.323375
keygen,255.806750
keygen,340.063667
keygen,36.796250
keygen,108.731875
keygen,311.755875
keygen,55.057459
keygen,168.405917
keygen,44.302709
keygen,133.768625
keygen,268.985209
keygen,53.235958
keygen,81.896959
keygen,174.865750
keygen,279.252542
keygen,137.480916
keygen,336.075167
keygen,222.807750
keygen,267.375417
keygen,161.467625
keygen,85.276417
keygen,64.366792
keygen,189.112500
keygen,300.717250
keygen,64.635917
keygen,117.611083
keygen,65.143833
keygen,135.067833
keygen,84.951875
keygen,94.955167
keygen,210.277834
keygen,286.965292
keygen,81.957291
keygen,131.117083
keygen,259.826166
keygen,148.721500
keygen,152.954208
keygen,229.784666
keygen,290.435791
keygen,130.474500
keygen,137.132875
keygen,262.108042
keygen,82.815667
keygen,232.274875
keygen,198.585292
keygen,132.105042
keygen,110.693875
keygen,69.668458
keygen,173.381958
keygen,232.450875
keygen,207.289292
keygen,199.694083
keygen,249.306666
keygen,132.049292
keygen,166.224167
keygen,41.918208
keygen,42.413625
keygen,91.611792
keygen,125.041583
keygen,148.175709
keygen,101.009541
keygen,117.274250
keygen,135.047042
keygen,47.601833
keygen,321.101917
keygen,110.482375
keygen,54.573750
keygen,164.319208
keygen,323.814708
keygen,344.388083
keygen,98.518292
keygen,204.126708
keygen,459.377417
keygen,65.513709
keygen,119.525250
keygen,191.946334
sign,1.736042
sign,1.758875
sign,1.714875
sign,1.757708
sign,1.690000
sign,1.925917
sign,1.636667
sign,1.717375
sign,1.696167
sign,1.695875
sign,1.653958
sign,1.695375
sign,1.736750
sign,1.730167
sign,1.745417
sign,1.692916
sign,1.637791
sign,1.712167
sign,1.672042
sign,1.725917
sign,1.716542
sign,1.761125
sign,1.729334
sign,1.723709
sign,1.723458
sign,1.670250
sign,1.692625
sign,1.691583
sign,3.641375
sign,1.752125
sign,1.715250
sign,1.715916
sign,1.725542
sign,1.748875
sign,1.639709
sign,1.663417
sign,1.700292
sign,1.725541
sign,1.721042
sign,1.754708
sign,1.715333
sign,1.725834
sign,1.721708
sign,1.708125
sign,1.685125
sign,1.723833
sign,1.725292
sign,1.734416
sign,1.736875
sign,1.772833
sign,1.723500
sign,1.725458
sign,1.729709
sign,1.686875
sign,1.689166
sign,1.690333
sign,1.710750
