operation,sample_ms
keygen,0.628375
keygen,0.618667
keygen,0.608333
keygen,0.618541
keygen,0.618333
keygen,0.617334
keygen,0.614333
keygen,0.615917
keygen,0.618041
keygen,0.650959
keygen,0.618625
keygen,0.560833
keygen,0.616792
keygen,0.608375
keygen,0.606958
keygen,0.606375
keygen,0.591666
keygen,0.609958
keygen,0.607125
keygen,0.613541
keygen,0.705667
keygen,0.627083
keygen,0.621750
keygen,0.609542
keygen,0.616083
keygen,0.618875
keygen,0.621375
keygen,0.617917
keygen,0.612833
keygen,0.617292
keygen,0.616500
keygen,0.616834
keygen,0.610208
keygen,0.617791
keygen,0.616584
keygen,0.615541
keygen,0.626708
keygen,0.632792
keygen,0.630166
keygen,0.626417
keygen,0.740375
keygen,0.626291
keygen,0.619875
keygen,0.618875
keygen,0.618250
keygen,0.617125
keygen,0.616750
keygen,0.617916
keygen,0.617875
keygen,0.618125
keygen,0.617875
keygen,0.618167
keygen,0.617708
keygen,0.617792
keygen,0.623667
keygen,0.617208
keygen,0.619166
keygen,0.617375
keygen,0.616666
keygen,0.616916
keygen,0.618209
keygen,0.616417
keygen,0.618542
keygen,0.719416
keygen,0.624709
keygen,0.596000
keygen,0.597500
keygen,0.608041
keygen,0.605792
keygen,0.617417
keygen,0.618042
keygen,0.618417
keygen,0.618791
keygen,0.605500
keygen,0.618375
keygen,0.618000
keygen,0.617750
keygen,0.611500
keygen,0.617917
keygen,0.620375
keygen,0.623542
keygen,0.623167
keygen,0.618750
keygen,0.618541
keygen,0.618209
keygen,0.617500
keygen,0.617542
keygen,0.617458
keygen,0.618042
keygen,0.618667
keygen,0.639542
keygen,0.583042
keygen,0.633042
keygen,0.616792
keygen,0.607625
keygen,0.617458
keygen,0.606792
keygen,0.607042
keygen,0.606833
keygen,0.617125
keygen,0.631583
keygen,0.618834
keygen,0.613792
keygen,0.618500
keygen,0.618417
keygen,0.617416
keygen,0.619750
keygen,0.618625
keygen,0.617875
keygen,0.618084
keygen,0.673375
keygen,0.597500
keygen,0.609167
keygen,0.707917
keygen,0.606958
keygen,0.618750
keygen,0.618125
keygen,0.683584
keygen,0.595958
keygen,0.590833
keygen,0.597292
keygen,0.614500
keygen,0.606125
