operation,sample_ms
keygen,1.752458
keygen,1.764291
keygen,1.756500
keygen,1.793875
keygen,1.746916
keygen,1.852959
keygen,1.760500
keygen,1.685917
keygen,1.696958
keygen,1.646916
keygen,1.697458
keygen,1.803042
keygen,1.737042
keygen,1.739583
keygen,1.706917
keygen,1.752459
keygen,1.742250
keygen,1.729333
keygen,1.741750
keygen,1.754458
keygen,1.743042
keygen,1.760292
keygen,1.741875
keygen,1.739958
keygen,1.742000
keygen,1.741458
keygen,1.761500
keygen,1.757875
keygen,1.750916
keygen,1.746333
keygen,1.783625
keygen,1.657917
keygen,1.680041
keygen,1.657041
keygen,1.683458
keygen,1.694375
keygen,1.692625
keygen,1.700584
keygen,1.685375
keygen,1.688083
keygen,1.730750
keygen,1.739791
keygen,1.798500
keygen,1.757083
keygen,1.762500
keygen,1.762875
keygen,1.754958
keygen,1.734625
keygen,1.749667
keygen,1.744625
keygen,1.765875
keygen,1.733416
keygen,1.735583
keygen,1.731292
keygen,1.746542
keygen,1.747958
keygen,1.734500
keygen,1.734625
keygen,1.741500
keygen,1.731625
keygen,1.677167
keygen,1.654542
keygen,1.683750
keygen,1.682125
keygen,1.674625
keygen,1.713833
keygen,1.749167
keygen,1.759833
keygen,1.767959
keygen,1.743083
keygen,1.762708
keygen,1.771083
keygen,1.767042
keygen,1.781250
keygen,1.770875
keygen,1.769917
keygen,1.769750
keygen,1.769875
keygen,1.776791
keygen,1.693167
keygen,1.746167
keygen,1.786375
keygen,1.735625
keygen,1.729000
keygen,1.721041
keygen,1.723125
keygen,1.722916
keygen,1.721666
keygen,1.745833
keygen,1.724417
keygen,1.735459
keygen,1.761708
keygen,1.769792
keygen,1.770167
keygen,1.758166
keygen,1.769416
keygen,1.752791
keygen,1.753791
keygen,1.650458
keygen,1.673459
keygen,1.674083
keygen,1.680000
keygen,1.682916
keygen,1.692041
keygen,1.674500
keygen,1.677458
keygen,1.674375
keygen,1.696375
keygen,1.713625
keygen,1.785334
keygen,1.756500
keygen,1.769208
keygen,1.760875
keygen,1.771500
keygen,1.768750
keygen,1.759750
keygen,1.783500
keygen,1.681291
keygen,1.664209
keygen,1.665666
keygen,1.684625
keygen,1.690875
keygen,1.686916
keygen,1.689083
keygen,1.695750
keygen,1.690750
keygen,1.683416
keygen,1.712250
keygen,1.754916
keygen,1.742375
keygen,1.769708
keygen,1.769833
keygen,1.770416
keygen,1.757500
keygen,1.749917
keygen,1.750625
keygen,1.743209
keygen,1.638291
keygen,1.680541
keygen,1.667583
keygen,1.684709
keygen,1.686333
keygen,1.692250
keygen,1.681500
keygen,1.681333
keygen,1.683917
keygen,1.725791
keygen,1.718209
keygen,1.736791
keygen,1.745792
keygen,1.751000
keygen,1.753375
keygen,1.755791
keygen,1.752500
keygen,1.752291
keygen,1.759291
keygen,1.753208
keygen,1.740709
keygen,1.735958
keygen,1.737125
keygen,1.732666
keygen,1.731750
keygen,1.740791
keygen,1.741500
keygen,1.736625
keygen,1.753125
keygen,1.728291
keygen,1.751917
keygen,1.752208
keygen,1.752708
keygen,1.739541
keygen,1.762208
keygen,1.742500
keygen,1.735834
keygen,1.731416
keygen,1.727959
keygen,1.761333
keygen,1.722084
keygen,1.730666
keygen,1.729708
keygen,1.748250
keygen,1.764292
keygen,1.841917
keygen,1.813750
keygen,1.743666
keygen,1.736541
keygen,1.719750
keygen,1.715416
keygen,1.716250
keygen,1.710708
keygen,1.715750
keygen,1.718833
keygen,1.704542
keygen,1.716209
keygen,1.717333
keygen,1.717084
keygen,1.712167
keygen,1.719333
keygen,1.713208
keygen,1.712000
keygen,1.716000
keygen,1.715041
keygen,1.716333
keygen,1.711250
keygen,1.723709
keygen,1.711708
keygen,1.716292
keygen,1.716334
keygen,1.711417
keygen,1.722833
keygen,1.716583
keygen,1.705584
keygen,1.710708
keygen,1.717416
keygen,1.735333
keygen,1.717834
keygen,1.723041
keygen,1.718125
keygen,1.725333
keygen,1.718792
keygen,1.744500
keygen,1.720000
keygen,1.657458
keygen,1.673542
keygen,1.656709
keygen,1.668750
keygen,1.655750
keygen,1.656500
keygen,1.670416
keygen,1.670541
keygen,1.661458
keygen,1.673042
keygen,1.694125
keygen,1.670750
keygen,1.641958
keygen,1.651792
keygen,1.649792
keygen,1.660583
keygen,1.688584
keygen,1.653875
keygen,1.659791
keygen,1.658916
keygen,1.651666
keygen,1.651375
keygen,1.670208
keygen,1.657667
keygen,1.642417
keygen,1.664250
keygen,1.669250
keygen,1.675750
keygen,1.665041
keygen,1.673500
keygen,1.655250
keygen,1.673959
keygen,1.670875
keygen,1.644333
keygen,1.650250
keygen,1.650625
keygen,1.676958
keygen,1.645666
keygen,1.643875
keygen,1.646333
keygen,1.651500
keygen,1.654959
keygen,1.645458
keygen,1.640958
keygen,1.653916
keygen,1.652375
keygen,1.674959
keygen,1.664459
keygen,1.657875
keygen,1.643833
keygen,1.641584
keygen,1.658208
keygen,1.657500
keygen,1.658500
keygen,1.643542
keygen,1.643833
keygen,1.663875
keygen,1.660209
keygen,1.649541
keygen,1.646709
keygen,1.644291
keygen,1.641125
keygen,1.665375
keygen,1.647209
keygen,1.644000
keygen,1.647500
keygen,1.644334
keygen,1.652583
keygen,1.643542
keygen,1.646459
keygen,1.641708
keygen,1.642792
keygen,1.724125
keygen,1.749875
keygen,1.743917
keygen,1.704167
keygen,1.731084
keygen,1.732208
keygen,1.732959
keygen,1.735791
keygen,1.723166
keygen,1.701500
keygen,1.723542
keygen,1.736667
keygen,1.733333
keygen,1.730750
keygen,1.720750
keygen,1.735666
keygen,1.724709
keygen,1.741708
keygen,1.738834
keygen,1.742791
keygen,1.723542
keygen,1.733708
keygen,1.735209
keygen,1.737417
keygen,1.729250
keygen,1.742875
keygen,1.724500
keygen,1.722750
keygen,1.731709
keygen,1.697541
keygen,1.696667
keygen,1.700708
keygen,1.735250
keygen,1.724709
keygen,1.746583
keygen,1.731833
keygen,1.727542
keygen,1.731958
keygen,1.730875
keygen,1.739000
keygen,1.759291
keygen,1.730167
keygen,1.754042
keygen,1.740000
keygen,1.731625
keygen,1.711834
keygen,1.731541
keygen,1.726459
keygen,1.742166
keygen,1.700334
keygen,1.724083
keygen,1.730792
keygen,1.740042
keygen,1.728042
keygen,1.726667
keygen,1.726750
keygen,1.730458
keygen,1.710542
keygen,1.686125
keygen,1.668916
keygen,1.678084
keygen,1.680291
keygen,1.681500
keygen,1.706792
keygen,1.730250
