operation,sample_ms
keygen,0.343208
keygen,0.332166
keygen,0.327250
keygen,0.327292
keygen,0.331375
keygen,0.332167
keygen,0.331167
keygen,0.331500
keygen,0.330875
keygen,0.332250
keygen,0.331292
keygen,0.331542
keygen,0.331166
keygen,0.348709
keygen,0.386959
keygen,0.316166
keygen,0.332708
keygen,0.322584
keygen,0.365375
keygen,0.344000
keygen,0.325417
keygen,0.339000
keygen,0.339208
keygen,0.352084
keygen,0.326500
keygen,0.321417
keygen,0.325125
keygen,0.327458
keygen,0.332583
keygen,0.331416
keygen,0.331625
keygen,0.331625
keygen,0.331000
keygen,0.331708
keygen,0.331417
keygen,0.331667
keygen,0.337125
keygen,0.346583
keygen,0.331834
keygen,0.331708
keygen,0.332042
keygen,0.331459
keygen,0.330833
keygen,0.331667
keygen,0.332000
keygen,0.331541
keygen,0.331041
keygen,0.331500
keygen,0.330833
keygen,0.330333
keygen,0.331584
keygen,0.330041
keygen,0.330833
keygen,0.332000
keygen,0.330916
keygen,0.330834
keygen,0.331250
keygen,0.330666
keygen,0.330541
keygen,0.331250
keygen,0.330333
keygen,0.331167
keygen,0.330333
keygen,0.349084
keygen,0.340833
keygen,0.348458
keygen,0.337209
keygen,0.336792
keygen,0.501875
keygen,0.366416
keygen,0.335084
keygen,0.334584
keygen,0.331625
keygen,0.332875
keygen,0.332292
keygen,0.332583
keygen,0.334958
keygen,0.341834
keygen,0.332666
keygen,0.332500
keygen,0.334750
keygen,0.334833
keygen,0.334667
keygen,0.332750
keygen,0.331833
keygen,0.344958
keygen,0.332459
keygen,0.331833
keygen,0.331875
keygen,0.331834
keygen,0.331000
keygen,0.331875
keygen,0.333458
keygen,0.332917
keygen,0.341041
keygen,0.344375
keygen,0.342833
keygen,0.331500
keygen,0.330833
keygen,0.337875
keygen,0.346416
keygen,0.332250
keygen,0.332042
keygen,0.334208
keygen,0.332833
keygen,0.334542
keygen,0.331084
keygen,0.331333
keygen,0.331375
keygen,0.334125
keygen,0.331583
keygen,0.334417
keygen,0.364750
keygen,0.371791
keygen,0.347666
keygen,0.326084
keygen,0.372792
keygen,0.319458
keygen,0.320334
keygen,0.323500
keygen,0.332542
keygen,0.325125
keygen,0.329250
keygen,0.334334
keygen,0.332375
keygen,0.332333
keygen,0.332333
keygen,0.331417
keygen,0.331708
keygen,0.334083
keygen,0.331834
keygen,0.332000
keygen,0.331541
keygen,0.330167
keygen,0.343417
keygen,0.331875
keygen,0.330208
keygen,0.331250
keygen,0.331291
keygen,0.330417
keygen,0.330667
keygen,0.331584
keygen,0.332208
keygen,0.330792
keygen,0.345833
keygen,0.330833
keygen,0.331416
keygen,0.333875
keygen,0.331666
keygen,0.330375
keygen,0.331083
keygen,0.329709
keygen,0.340750
keygen,0.342833
keygen,0.336708
keygen,0.331000
keygen,0.330917
keygen,0.330750
keygen,0.334000
keygen,0.333834
keygen,0.330333
keygen,0.330875
keygen,0.364792
keygen,0.344625
keygen,0.339750
keygen,0.347042
keygen,0.348875
keygen,0.426292
keygen,0.334709
keygen,0.343625
keygen,0.334709
keygen,0.332334
keygen,0.331541
keygen,0.325000
keygen,0.330875
keygen,0.330667
keygen,0.339917
keygen,0.334416
keygen,0.331250
keygen,0.340750
keygen,0.331292
keygen,0.332042
keygen,0.331666
keygen,0.334209
keygen,0.343875
keygen,0.331750
keygen,0.331333
keygen,0.331000
keygen,0.331959
keygen,0.331208
keygen,0.331875
keygen,0.334125
keygen,0.332667
keygen,0.340500
keygen,0.347459
keygen,0.345791
keygen,0.332083
keygen,0.331708
keygen,0.331958
keygen,0.332375
keygen,0.342791
keygen,0.330708
keygen,0.331042
keygen,0.330458
keygen,0.331417
keygen,0.333334
keygen,0.330791
keygen,0.333750
keygen,0.333625
keygen,0.331833
keygen,0.331208
keygen,0.349459
keygen,0.391166
keygen,0.348417
keygen,0.324417
keygen,0.332334
keygen,0.327667
keygen,0.332458
keygen,0.381875
keygen,0.335958
keygen,0.320583
keygen,0.308750
keygen,0.349625
keygen,0.326000
keygen,0.331834
keygen,0.331458
keygen,0.331000
keygen,0.331167
keygen,0.331458
keygen,0.334375
keygen,0.331125
keygen,0.331459
keygen,0.331250
keygen,0.342459
keygen,0.330916
keygen,0.335333
keygen,0.340750
keygen,0.331459
keygen,0.331625
keygen,0.331416
keygen,0.332209
keygen,0.333625
keygen,0.337334
keygen,0.350666
keygen,0.340958
keygen,0.343542
keygen,0.332250
keygen,0.332417
keygen,0.333542
keygen,0.331542
keygen,0.331584
keygen,0.330458
keygen,0.334584
keygen,0.331708
keygen,0.330959
keygen,0.331416
keygen,0.331500
keygen,0.331166
keygen,0.334958
keygen,0.331500
keygen,0.331667
keygen,0.353167
keygen,0.403417
keygen,0.334458
keygen,0.348667
keygen,0.323875
keygen,0.328125
keygen,0.332041
keygen,0.330459
keygen,0.331791
keygen,0.335042
keygen,0.331958
keygen,0.332042
keygen,0.332625
keygen,0.331458
keygen,0.331792
keygen,0.333458
keygen,0.331583
keygen,0.331167
keygen,0.332375
keygen,0.332333
keygen,0.332417
keygen,0.334125
keygen,0.341041
keygen,0.332000
keygen,0.332583
keygen,0.332084
keygen,0.332333
keygen,0.332125
keygen,0.332000
keygen,0.331875
keygen,0.331500
keygen,0.348666
keygen,0.341084
keygen,0.337708
keygen,0.331958
keygen,0.332250
keygen,0.332000
keygen,0.331084
keygen,0.332583
keygen,0.342125
keygen,0.331875
keygen,0.332500
keygen,0.331541
keygen,0.332000
keygen,0.334959
keygen,0.332084
keygen,0.331541
keygen,0.334000
keygen,0.331667
keygen,0.337459
keygen,0.375125
