operation,sample_ms
keygen,0.025500
keygen,0.021208
keygen,0.019041
keygen,0.018458
keygen,0.018500
keygen,0.019417
keygen,0.019292
keygen,0.019209
keygen,0.018542
keygen,0.018625
keygen,0.019291
keygen,0.019292
keygen,0.019375
keygen,0.018916
keygen,0.018333
keygen,0.019167
keygen,0.019083
keygen,0.019208
keygen,0.019166
keygen,0.018917
keygen,0.019375
keygen,0.018375
keygen,0.016709
keygen,0.016375
keygen,0.016791
keygen,0.016541
keygen,0.017291
keygen,0.018416
keygen,0.018750
keygen,0.017916
keygen,0.018084
keygen,0.018708
keygen,0.018375
keygen,0.018250
keygen,0.017958
keygen,0.018208
keygen,0.018708
keygen,0.018417
keygen,0.018459
keygen,0.017833
keygen,0.018458
keygen,0.018209
keygen,0.018458
keygen,0.018542
keygen,0.018291
keygen,0.018250
keygen,0.018166
keygen,0.018166
keygen,0.017750
keygen,0.016792
keygen,0.016750
keygen,0.017000
keygen,0.016500
keygen,0.016667
keygen,0.018417
keygen,0.018334
keygen,0.018416
keygen,0.018584
keygen,0.018333
keygen,0.018625
keygen,0.018583
keygen,0.017958
keygen,0.018625
keygen,0.018583
keygen,0.018250
keygen,0.018666
keygen,0.018208
keygen,0.022125
keygen,0.019958
keygen,0.018250
keygen,0.018500
keygen,0.018500
keygen,0.018666
keygen,0.018333
keygen,0.021625
keygen,0.018250
keygen,0.018625
keygen,0.021042
keygen,0.018750
keygen,0.018917
keygen,0.027042
keygen,0.026417
keygen,0.025209
keygen,0.029334
keygen,0.021500
keygen,0.037667
keygen,0.045083
keygen,0.019209
keygen,0.018708
keygen,0.019334
keygen,0.018666
keygen,0.018708
keygen,0.019334
keygen,0.019209
keygen,0.018875
keygen,0.018625
keygen,0.033792
keygen,0.023584
keygen,0.020458
keygen,0.019709
keygen,0.038708
keygen,0.032292
keygen,0.020791
keygen,0.018959
keygen,0.019292
keygen,0.018750
keygen,0.018958
keygen,0.019125
keygen,0.019084
keygen,0.018667
keygen,0.018583
keygen,0.018542
keygen,0.019041
keygen,0.018417
keygen,0.018792
keygen,0.019292
keygen,0.018792
keygen,0.019125
keygen,0.018875
keygen,0.018625
keygen,0.018916
keygen,0.019458
keygen,0.018792
keygen,0.018166
keygen,0.018750
keygen,0.018500
keygen,0.019125
keygen,0.017458
keygen,0.016750
keygen,0.016459
keygen,0.016917
keygen,0.018500
keygen,0.018458
keygen,0.018542
keygen,0.018250
keygen,0.018458
keygen,0.018792
keygen,0.018292
keygen,0.019083
keygen,0.019000
keygen,0.018875
keygen,0.018625
keygen,0.018708
keygen,0.018667
keygen,0.018541
keygen,0.018916
keygen,0.018500
keygen,0.019250
keygen,0.018625
keygen,0.018500
keygen,0.018291
keygen,0.018500
keygen,0.018583
keygen,0.018834
keygen,0.018500
keygen,0.018667
keygen,0.018334
keygen,0.018834
keygen,0.018791
keygen,0.018500
keygen,0.018291
keygen,0.018625
keygen,0.018500
keygen,0.018166
keygen,0.018416
keygen,0.018041
keygen,0.017916
keygen,0.018375
keygen,0.018583
keygen,0.018709
keygen,0.020958
keygen,0.030917
keygen,0.034000
keygen,0.019625
keygen,0.024917
keygen,0.019625
keygen,0.019250
keygen,0.019333
keygen,0.019125
keygen,0.019000
keygen,0.018625
keygen,0.018750
keygen,0.018292
keygen,0.018709
keygen,0.019166
keygen,0.018875
keygen,0.019083
keygen,0.018542
keygen,0.018834
keygen,0.018792
keygen,0.019000
keygen,0.018833
keygen,0.019125
keygen,0.018583
keygen,0.019166
keygen,0.018584
keygen,0.018750
keygen,0.019166
keygen,0.018291
keygen,0.018958
keygen,0.020042
keygen,0.018542
keygen,0.018917
keygen,0.019375
