operation,sample_ms
keygen,1.309334
keygen,1.292375
keygen,1.297125
keygen,1.294625
keygen,1.314709
keygen,1.339375
keygen,1.390000
keygen,1.325166
keygen,1.296959
keygen,1.318500
keygen,1.292750
keygen,1.293416
keygen,1.296541
keygen,1.299625
keygen,1.296666
keygen,1.391334
keygen,1.301375
keygen,1.298417
keygen,1.296334
keygen,1.297667
keygen,1.294833
keygen,1.304208
keygen,1.292333
keygen,1.300209
keygen,1.330000
keygen,1.296916
keygen,1.300000
keygen,1.302834
keygen,1.315083
keygen,1.296167
keygen,1.297125
keygen,1.296959
keygen,1.292917
keygen,1.296000
keygen,1.294917
keygen,1.296459
keygen,1.297083
keygen,1.296833
keygen,1.296250
keygen,1.295083
keygen,1.297375
keygen,1.316375
keygen,1.298459
keygen,1.294833
keygen,1.309042
keygen,1.294459
keygen,1.307458
keygen,1.295542
keygen,1.298625
keygen,1.310375
keygen,1.298583
keygen,1.298000
keygen,1.296167
keygen,1.300709
keygen,1.296000
keygen,1.296791
keygen,1.298791
keygen,1.297209
keygen,1.292833
keygen,1.305750
keygen,1.294666
keygen,1.329917
keygen,1.293333
keygen,1.311167
keygen,1.297292
keygen,1.297834
keygen,1.308208
keygen,1.298417
keygen,1.302208
keygen,1.296542
keygen,1.312000
keygen,1.297792
keygen,1.304833
keygen,1.295459
keygen,1.307958
keygen,1.301792
keygen,1.293084
keygen,1.296291
keygen,1.294750
keygen,1.300000
keygen,1.290417
keygen,1.296625
keygen,1.300833
keygen,1.295209
keygen,1.295416
keygen,1.296083
keygen,1.295209
keygen,1.294708
keygen,1.292500
keygen,1.297583
keygen,1.294667
keygen,1.293417
keygen,1.307625
keygen,1.290375
keygen,1.292917
keygen,1.295000
keygen,1.295042
keygen,1.294542
keygen,1.293875
keygen,1.295583
keygen,1.294250
keygen,1.295875
keygen,1.293875
keygen,1.294250
keygen,1.293875
keygen,1.306375
keygen,1.293667
keygen,1.294209
keygen,1.295541
keygen,1.294500
keygen,1.300709
keygen,1.303625
keygen,1.299375
keygen,1.333542
keygen,1.299875
keygen,1.298416
keygen,1.302625
keygen,1.308625
keygen,1.302458
keygen,1.329792
keygen,1.306916
keygen,1.297417
keygen,1.303917
keygen,1.295750
keygen,1.291125
keygen,1.317875
keygen,1.315083
keygen,1.301334
keygen,1.298916
keygen,1.297625
keygen,1.318292
keygen,1.298000
keygen,1.296000
keygen,1.299833
keygen,1.298584
keygen,1.297000
keygen,1.304500
keygen,1.295916
keygen,1.341916
keygen,1.297834
keygen,1.296625
