operation,sample_ms
keygen,0.667250
keygen,0.657042
keygen,0.663167
keygen,0.657416
keygen,0.660292
keygen,0.656834
keygen,0.656958
keygen,0.658291
keygen,0.656459
keygen,0.690958
keygen,0.681958
keygen,0.666875
keygen,0.655750
keygen,0.736417
keygen,0.636667
keygen,0.651083
keygen,0.658542
keygen,0.661959
keygen,0.686125
keygen,0.634667
keygen,0.644583
keygen,0.657750
keygen,0.661500
keygen,0.654209
keygen,0.656791
keygen,0.654750
keygen,0.657708
keygen,0.652834
keygen,0.649000
keygen,0.650833
keygen,0.650250
keygen,0.665625
keygen,0.682792
keygen,0.643500
keygen,0.650250
keygen,0.642750
keygen,0.759541
keygen,0.613375
keygen,0.651458
keygen,0.646458
keygen,0.654417
keygen,0.657625
keygen,0.658334
keygen,0.655708
keygen,0.655708
keygen,0.660291
keygen,0.664875
keygen,0.665125
keygen,0.662583
keygen,0.658667
keygen,0.658625
keygen,0.718166
keygen,0.672375
keygen,0.657417
keygen,0.658666
keygen,0.658375
keygen,0.658458
keygen,0.661583
keygen,0.663375
keygen,0.661625
keygen,0.663500
keygen,0.696875
keygen,0.663542
keygen,0.661958
keygen,0.661959
keygen,0.667084
keygen,0.665083
keygen,0.663208
keygen,0.663167
keygen,0.663250
keygen,0.663167
keygen,0.665042
keygen,0.663500
keygen,0.663709
keygen,0.665208
keygen,0.664959
keygen,0.665000
keygen,0.662958
keygen,0.658584
keygen,0.660541
keygen,0.655750
keygen,0.656833
keygen,0.657542
keygen,0.656167
keygen,0.655250
keygen,0.662666
keygen,0.669583
keygen,0.645416
keygen,0.650666
keygen,0.643542
keygen,0.643708
keygen,0.649416
keygen,0.643625
keygen,0.645042
keygen,0.643375
keygen,0.649875
keygen,0.645292
keygen,0.644916
keygen,0.649708
keygen,0.643292
keygen,0.643417
keygen,0.644542
keygen,0.643417
keygen,0.649750
keygen,0.648500
keygen,0.648666
keygen,0.648250
keygen,0.648416
keygen,0.648541
keygen,0.649958
keygen,0.648542
keygen,0.648000
keygen,0.668333
keygen,0.650709
keygen,0.657083
keygen,0.649167
keygen,0.648834
keygen,0.648750
keygen,0.652541
keygen,0.653667
keygen,0.649000
keygen,0.645541
keygen,0.652458
keygen,0.648750
keygen,0.645375
keygen,0.645666
keygen,0.649083
keygen,0.646167
keygen,0.645000
keygen,0.645291
keygen,0.648791
keygen,0.653542
keygen,0.645417
keygen,0.649750
keygen,0.647416
keygen,0.644750
keygen,0.648875
keygen,0.661125
keygen,0.641333
keygen,0.628667
keygen,0.632500
keygen,0.642292
keygen,0.635375
keygen,0.640666
keygen,0.643958
keygen,0.642000
keygen,0.641958
keygen,0.640708
keygen,0.641792
keygen,0.638833
keygen,0.640500
keygen,0.637458
keygen,0.637500
keygen,0.639000
keygen,0.638791
keygen,0.637375
keygen,0.640583
keygen,0.640375
keygen,0.638708
keygen,0.640375
keygen,0.639166
keygen,0.637709
keygen,0.639166
keygen,0.648375
keygen,0.638666
keygen,0.652375
keygen,0.638750
keygen,0.638625
keygen,0.637500
keygen,0.634375
keygen,0.634584
keygen,0.635791
keygen,0.635791
keygen,0.634083
keygen,0.632584
keygen,0.634083
keygen,0.632584
keygen,0.634166
keygen,0.634041
keygen,0.635916
keygen,0.635625
keygen,0.632583
keygen,0.633916
keygen,0.634250
keygen,0.637333
keygen,0.635709
keygen,0.634166
keygen,0.634083
keygen,0.634584
keygen,0.634083
keygen,0.671000
keygen,0.650417
keygen,0.639791
keygen,0.660917
keygen,0.655709
keygen,0.660125
keygen,0.659291
keygen,0.656791
keygen,0.655500
keygen,0.650541
keygen,0.655666
keygen,0.655583
keygen,0.655459
keygen,0.656166
keygen,0.654958
keygen,0.656167
keygen,0.650917
keygen,0.656500
keygen,0.651666
keygen,0.656708
keygen,0.656250
keygen,0.656667
keygen,0.651834
keygen,0.656500
keygen,0.656500
keygen,0.671791
keygen,0.651792
keygen,0.648584
keygen,0.650583
keygen,0.658458
keygen,0.659375
keygen,0.657125
keygen,0.659208
keygen,0.658208
keygen,0.659292
keygen,0.658000
keygen,0.659417
keygen,0.657125
keygen,0.658209
keygen,0.657416
keygen,0.661041
keygen,0.651458
keygen,0.659459
keygen,0.652041
keygen,0.658291
keygen,0.658041
keygen,0.661625
keygen,0.658958
keygen,0.652334
keygen,0.658333
keygen,0.663459
keygen,0.670791
keygen,0.652250
