operation,sample_ms
keygen,0.049208
keygen,0.048500
keygen,0.037916
keygen,0.036834
keygen,0.038083
keygen,0.038041
keygen,0.037667
keygen,0.037083
keygen,0.037084
keygen,0.037167
keygen,0.037542
keygen,0.037833
keygen,0.036792
keygen,0.038084
keygen,0.037333
keygen,0.037583
keygen,0.037042
keygen,0.037542
keygen,0.036875
keygen,0.037250
keygen,0.037458
keygen,0.037625
keygen,0.037709
keygen,0.037458
keygen,0.037959
keygen,0.037750
keygen,0.037917
keygen,0.037709
keygen,0.037666
keygen,0.037666
keygen,0.037833
keygen,0.037000
keygen,0.037417
keygen,0.037458
keygen,0.037209
keygen,0.037708
keygen,0.037750
keygen,0.037625
keygen,0.037666
keygen,0.037000
keygen,0.037458
keygen,0.038667
keygen,0.038000
keygen,0.038000
keygen,0.037958
keygen,0.037583
keygen,0.037417
keygen,0.037584
keygen,0.037708
keygen,0.037167
keygen,0.037209
keygen,0.037375
keygen,0.037458
keygen,0.037084
keygen,0.040250
keygen,0.042500
keygen,0.044458
keygen,0.038042
keygen,0.038250
keygen,0.041083
keygen,0.048459
keygen,0.047917
keygen,0.049375
keygen,0.044833
keygen,0.040042
keygen,0.036708
keygen,0.044167
keygen,0.036833
keygen,0.037875
keygen,0.035958
keygen,0.037459
keygen,0.037875
keygen,0.037625
keygen,0.037875
keygen,0.037708
keygen,0.034166
keygen,0.034042
keygen,0.034333
keygen,0.034125
keygen,0.034250
keygen,0.034208
keygen,0.034125
keygen,0.033750
keygen,0.034291
keygen,0.034000
keygen,0.034083
keygen,0.034209
keygen,0.034166
keygen,0.034041
keygen,0.033958
keygen,0.034500
keygen,0.034500
keygen,0.033666
keygen,0.034208
keygen,0.034125
keygen,0.033875
keygen,0.035625
keygen,0.037291
keygen,0.037084
keygen,0.037000
keygen,0.037916
keygen,0.037625
keygen,0.037708
keygen,0.037834
keygen,0.037041
keygen,0.036667
keygen,0.033542
keygen,0.034375
keygen,0.034000
keygen,0.037292
keygen,0.037167
keygen,0.037292
keygen,0.037959
keygen,0.037250
keygen,0.037750
keygen,0.037666
keygen,0.037417
keygen,0.037125
keygen,0.037875
keygen,0.035458
keygen,0.034208
keygen,0.034209
keygen,0.035792
keygen,0.038333
keygen,0.037583
keygen,0.037875
keygen,0.037500
keygen,0.037250
keygen,0.037750
keygen,0.037416
keygen,0.038208
keygen,0.037417
keygen,0.036750
keygen,0.034000
keygen,0.034458
keygen,0.034250
keygen,0.034125
keygen,0.033875
keygen,0.034292
keygen,0.033792
keygen,0.033875
keygen,0.033875
keygen,0.033792
keygen,0.034250
keygen,0.033375
keygen,0.033834
keygen,0.034458
keygen,0.035209
keygen,0.037833
keygen,0.037917
keygen,0.037667
keygen,0.037625
keygen,0.037292
keygen,0.037958
keygen,0.038041
keygen,0.037625
keygen,0.037666
keygen,0.037458
keygen,0.037417
keygen,0.037417
keygen,0.037083
keygen,0.034209
keygen,0.034250
keygen,0.033958
keygen,0.033958
keygen,0.034042
keygen,0.036417
keygen,0.037542
keygen,0.037834
keygen,0.044791
keygen,0.040167
keygen,0.047083
keygen,0.040542
keygen,0.039209
keygen,0.039083
keygen,0.039125
keygen,0.038583
keygen,0.039333
keygen,0.038709
keygen,0.038917
keygen,0.038708
keygen,0.038333
keygen,0.038709
keygen,0.038625
keygen,0.037833
keygen,0.038625
keygen,0.038583
keygen,0.038417
keygen,0.038709
keygen,0.039125
keygen,0.038291
keygen,0.038666
keygen,0.038875
keygen,0.039416
keygen,0.038958
keygen,0.038959
keygen,0.037875
keygen,0.038583
keygen,0.038917
keygen,0.038750
keygen,0.038375
keygen,0.038708
keygen,0.038125
keygen,0.039041
keygen,0.038416
keygen,0.038083
keygen,0.038250
keygen,0.038583
keygen,0.038583
keygen,0.038708
keygen,0.038834
keygen,0.042166
keygen,0.038708
keygen,0.039125
keygen,0.038666
keygen,0.038792
keygen,0.038792
keygen,0.038625
keygen,0.037958
keygen,0.038584
keygen,0.038459
keygen,0.039041
keygen,0.038500
keygen,0.038083
keygen,0.038334
keygen,0.038708
keygen,0.039000
keygen,0.039042
keygen,0.038042
keygen,0.038750
keygen,0.042792
keygen,0.041458
keygen,0.038833
keygen,0.038500
keygen,0.042500
keygen,0.039792
keygen,0.034792
keygen,0.033834
keygen,0.041875
keygen,0.038708
keygen,0.043417
keygen,0.043166
keygen,0.038959
keygen,0.038375
keygen,0.039166
keygen,0.038625
keygen,0.038250
keygen,0.038833
keygen,0.038459
