timestamp,worker_id,ops_total,analysis_ops,rss_bytes,system_cpu_percent
1763267365.072100,5,2083,0,46022656,38.36
1763267365.072141,1,2103,0,46022656,38.36
1763267365.072208,0,2088,0,46022656,38.36
1763267365.072252,3,2072,0,46022656,38.36
1763267365.072279,4,2135,0,46022656,38.36
1763267365.072312,2,2133,0,46022656,38.36
1763267365.322119,1,3981,0,46022656,38.36
1763267365.322177,5,3906,0,46022656,38.36
1763267365.322225,3,3986,0,46022656,38.36
1763267365.322256,4,3976,0,46022656,38.36
1763267365.322280,0,4024,0,46022656,38.36
1763267365.322528,2,3999,0,46022656,38.36
1763267365.572076,0,5687,0,46022656,38.36
1763267365.572127,1,5674,0,46022656,38.36
1763267365.572168,5,5691,0,46022656,38.36
1763267365.572205,4,5784,0,46022656,38.36
1763267365.572259,2,5555,0,46022656,38.36
1763267365.572367,3,6091,0,46022656,38.36
1763267365.822016,0,7637,1,46022656,38.36
1763267365.822058,5,7617,1,46022656,38.36
1763267365.822087,3,8023,1,46022656,38.36
1763267365.822114,4,7711,1,46022656,38.36
1763267365.822152,1,7664,1,46022656,38.36
1763267365.822184,2,7467,1,46022656,38.36
1763267366.072056,0,9623,1987,46022656,38.36
1763267366.072102,1,9639,1976,46022656,38.36
1763267366.072137,3,9971,1949,46022656,38.36
1763267366.072161,4,9691,1981,46022656,38.36
1763267366.072248,2,9416,1950,46022656,38.36
1763267366.072275,5,9577,1961,46022656,38.36
1763267366.322067,1,11627,3964,46022656,38.36
1763267366.322135,0,11602,3966,46022656,38.36
1763267366.322169,4,11671,3961,46022656,38.36
1763267366.322191,3,11943,3921,46022656,38.36
1763267366.322244,2,11383,3917,46022656,38.36
1763267366.322272,5,11562,3946,46022656,38.36
1763267366.572017,0,13621,5985,46022656,38.36
1763267366.572043,5,13595,5979,46022656,38.36
1763267366.572081,3,13962,5940,46022656,38.36
1763267366.572154,2,13405,5939,46022656,38.36
1763267366.572185,1,13662,5999,46022656,38.36
1763267366.572314,4,13659,5949,46022656,38.36
1763267366.822063,1,15609,7946,46022656,38.36
1763267366.822093,0,15627,7991,46022656,38.36
1763267366.822148,3,15968,7946,46022656,38.36
1763267366.822186,2,15409,7943,46022656,38.36
1763267366.822210,5,15604,7988,46022656,38.36
1763267366.822304,4,15657,7947,46022656,38.36
1763267367.072032,1,17606,9943,46022656,38.36
1763267367.072098,0,17605,9969,46022656,38.36
1763267367.072124,5,17615,9999,46022656,38.36
1763267367.072151,4,17719,10009,46022656,38.36
1763267367.072174,2,17407,9941,46022656,38.36
1763267367.072213,3,17989,9967,46022656,38.36
1763267367.322077,2,19384,11918,46022656,38.36
1763267367.322110,1,19620,11957,46022656,38.36
1763267367.322139,0,19585,11949,46022656,38.36
1763267367.322172,3,19977,11955,46022656,38.36
1763267367.322279,5,19618,12002,46022656,38.36
1763267367.322315,4,19761,12051,46022656,38.36
1763267367.572057,1,21623,13960,46022656,38.36
1763267367.572093,2,21372,13906,46022656,38.36
1763267367.572117,5,21633,14017,46022656,38.36
1763267367.572188,0,21596,13960,46022656,38.36
1763267367.572234,4,21765,14055,46022656,38.36
1763267367.572267,3,22026,14004,46022656,38.36
1763267367.822014,0,23638,16002,46022656,38.36
1763267367.822069,3,24034,16012,46022656,38.36
1763267367.822098,2,23355,15889,46022656,38.36
1763267367.822129,5,23603,15987,46022656,38.36
1763267367.822169,4,23799,16089,46022656,38.36
1763267367.822191,1,23638,15975,46022656,38.36
1763267368.072084,0,25610,17974,46022656,38.36
1763267368.072133,2,25305,17839,46022656,38.36
1763267368.072174,5,25547,17931,46022656,38.36
1763267368.072225,1,25624,17961,46022656,38.36
1763267368.072278,3,26003,17981,46022656,38.36
1763267368.072356,4,25756,18046,46022656,38.36
1763267368.322014,1,27635,19972,46022656,38.36
1763267368.322061,5,27572,19956,46022656,38.36
1763267368.322102,3,28016,19994,46022656,38.36
1763267368.322129,2,27296,19830,46022656,38.36
1763267368.322223,4,27780,20070,46022656,38.36
1763267368.322245,0,27611,19975,46022656,38.36
1763267368.572011,0,29659,22023,46022656,38.36
1763267368.572060,1,29723,22060,46022656,38.36
1763267368.572096,3,30040,22018,46022656,38.36
1763267368.572146,4,29834,22124,46022656,38.36
1763267368.572178,2,29295,21829,46022656,38.36
1763267368.572203,5,29599,21983,46022656,38.36
1763267368.822051,1,31739,24076,46022656,38.36
1763267368.822081,0,31698,24062,46022656,38.36
1763267368.822104,4,31837,24127,46022656,38.36
1763267368.822128,3,32002,23980,46022656,38.36
1763267368.822187,2,31288,23822,46022656,38.36
1763267368.822274,5,31600,23984,46022656,38.36
